campaign_id,campaign_name,product,audience_segment,region,channel,launch_date,end_date,spend_amount,impressions,clicks,conversions,ctr,conversion_rate,revenue_generated,roi,campaign_status,campaign_objective,target_audience_size,actual_reach
CMP10127,Retired Exclusive Prepaid Card,Education Loan,Healthcare Workers,Lucknow,SMS,2024-09-12,2024-11-06,1644034,23016476,1973842,145004,8.58,7.35,5276115544,3208.25,Scheduled,Re-engagement,3023687,1298616
CMP10128,Education Loan Zero Cost,Credit Card Upgrade,Women Professionals,Ahmedabad,WhatsApp,2024-06-19,2024-07-14,4221464,42214640,5782971,403198,13.7,6.97,14421586064,3415.25,Completed,Upsell,4651513,2454607
CMP10129,Exclusive Senior Citizen FD Deal,Life Insurance,High-Value Transactors,Nagpur,Push Notification,2026-04-01,2026-04-29,1328519,7971114,125385,14541,1.57,11.6,434674113,326.19,Paused,Retention,1184057,2297381
CMP10130,Limited Period Personal Loan,EMI Card,HNI Customers,Hyderabad,Email,2025-09-27,2025-10-05,542680,5969480,409676,23255,6.86,5.68,229550105,421.99,Active,Re-engagement,3835286,1570317
CMP10131,Current Account Flash Sale,Prepaid Card,Government Employees,West India,Call Center,2023-05-04,2023-06-16,4103410,53344330,3138148,463099,5.88,14.76,2516016867,612.15,Completed,Re-engagement,3621909,756899
CMP10132,Delhi NCR Health Insurance Push,Credit Card Upgrade,Dormant Account Holders,East India,SMS,2023-08-08,2023-09-15,1299042,7794252,253883,22439,3.26,8.84,886362939,681.32,Active,Upsell,686263,2746966
CMP10133,Pongal Car Loan Offer,Business Loan,Healthcare Workers,East India,SMS,2023-03-06,2023-03-25,3231497,29083473,681948,109480,2.34,16.05,949957960,292.97,Cancelled,Acquisition,1937421,891747
CMP10134,Salaried Exclusive Forex Card,Health Insurance,Retired Professionals,East India,Push Notification,2026-03-06,2026-03-31,440590,1762360,88910,16616,5.04,18.69,388382384,880.51,Scheduled,Acquisition,2520516,686365
CMP10135,January Savings Account Bonanza,Forex Card,Premium Card Holders,Ahmedabad,Email,2026-02-28,2026-03-16,3314482,43088266,4912300,1126415,11.4,22.93,30120337100,9086.49,Paused,Re-engagement,3337786,1373922
CMP10136,October Forex Card Bonanza,NRI Account,Self-Employed,Bangalore,WhatsApp,2023-03-02,2023-03-19,4165480,24992880,1589977,192645,6.36,12.12,5702869935,1368.08,Paused,Retention,3197670,2989990
CMP10137,Premium Health Insurance Upgrade,Mutual Fund,Premium Card Holders,Nagpur,Push Notification,2023-11-12,2024-01-29,3075772,12303088,854732,58381,6.95,6.83,1471317962,477.36,Cancelled,Re-engagement,3432922,438241
CMP10138,Limited Period Personal Loan,Demat Account,NRI Customers,Ahmedabad,SMS,2023-02-23,2023-05-14,4699132,18796528,1419033,240362,7.55,16.94,6312146482,1342.26,Cancelled,Retention,3203811,715941
CMP10139,February Current Account Bonanza,Life Insurance,Government Employees,Ahmedabad,WhatsApp,2023-10-12,2024-01-07,2301559,23015590,1591192,126001,6.91,7.92,2010723958,872.64,Scheduled,Re-engagement,1650377,1925410
CMP10140,November NRI Account Bonanza,Life Insurance,Students,Lucknow,Email,2023-08-08,2023-09-25,106768,960912,112462,13095,11.7,11.64,597708180,5597.2,Cancelled,Brand Awareness,1694864,2014112
CMP10141,Premium Mutual Fund Upgrade,Business Loan,Mass Affluent,East India,Email,2024-10-05,2024-11-06,2727120,19089840,2215508,436399,11.61,19.7,20282516323,7436.34,Cancelled,Re-engagement,1519338,2864310
CMP10142,Limited Period Senior Citizen FD,NRI Account,Students,Indore,SMS,2026-01-31,2026-03-27,1808658,18086580,637037,133482,3.52,20.95,1272350424,702.48,Completed,Cross-sell,4030112,2447108
CMP10143,Prepaid Card EMI Special,Credit Card Upgrade,First-Time Borrowers,Kolkata,Call Center,2025-03-31,2025-06-28,3558960,39148560,2631217,150908,6.72,5.74,4310234296,1210.09,Cancelled,Acquisition,4734634,2710456
CMP10144,EMI Card Flash Sale,Current Account,First-Time Borrowers,Coimbatore,WhatsApp,2025-03-29,2025-06-03,938727,2816181,170575,11892,6.06,6.97,232476708,246.65,Cancelled,Brand Awareness,4208211,637270
CMP10145,Demat Account Special Offer,Senior Citizen FD,Low-Balance Customers,North India,SMS,2024-12-07,2025-01-27,927023,6489161,247704,32992,3.82,13.32,350572992,377.17,Scheduled,Acquisition,3685602,2927436
CMP10146,Q1 Fixed Deposit Fest,Savings Account,NRI Customers,Kolkata,WhatsApp,2025-07-15,2025-09-02,2568797,7706391,189076,40091,2.45,21.2,502821322,194.74,Cancelled,Cross-sell,3885991,977472
CMP10147,Women Exclusive NRI Account,Car Loan,Retired Professionals,Pune,Email,2025-04-09,2025-05-21,3675006,33075054,2613070,145909,7.9,5.58,6601798614,1795.4,Completed,Re-engagement,863558,2256875
CMP10148,Limited Period Credit Card Upgrade,Mutual Fund,Existing Loan Customers,East India,WhatsApp,2024-01-18,2024-02-08,1703178,17031780,1500766,109242,8.81,7.28,5347942110,3138.98,Paused,Upsell,3850812,2594406
CMP10149,Pre-Approved Fixed Deposit Drive,Prepaid Card,Low-Balance Customers,Coimbatore,WhatsApp,2023-12-20,2024-02-18,760951,9892363,262413,20150,2.65,7.68,256388600,335.93,Cancelled,Retention,4831822,1614396
CMP10150,Senior Citizen FD Flash Sale,Senior Citizen FD,Dormant Account Holders,Pan India,Email,2025-05-16,2025-05-29,4557864,63810096,2824099,660365,4.43,23.38,10798948845,2368.3,Paused,Acquisition,4075194,577668
CMP10151,Premium NRI Account Upgrade,EMI Card,Salaried Millennials,Ahmedabad,Push Notification,2024-02-04,2024-03-19,4289921,55768973,6155105,917073,11.04,14.9,45736264656,10660.33,Completed,Upsell,1896123,2259893
CMP10152,Fixed Deposit Flash Sale,NRI Account,First-Time Borrowers,West India,Email,2024-08-14,2024-08-26,4795019,67130266,2695548,551265,4.02,20.45,20650386900,4305.63,Scheduled,Re-engagement,1843262,1788228
CMP10153,Premium Gold Loan Upgrade,Life Insurance,Senior Citizens,Indore,Email,2023-07-29,2023-08-26,320368,3203680,96795,9927,3.02,10.26,106218900,330.55,Cancelled,Retention,1743251,872980
CMP10154,Instant Life Insurance Promo,Demat Account,Mass Affluent,Hyderabad,Call Center,2023-05-02,2023-06-30,4515094,31605658,2098379,355405,6.64,16.94,5698563770,1261.11,Completed,Upsell,1074415,2946996
CMP10155,November Home Loan Bonanza,Home Loan,Existing Loan Customers,Nagpur,Email,2023-09-29,2023-10-15,2751943,16511658,1956520,395793,11.85,20.23,19519323381,7091.92,Completed,Cross-sell,4335279,1171963
CMP10156,Demat Account EMI Special,Senior Citizen FD,Premium Card Holders,Pune,Push Notification,2025-01-25,2025-04-05,2795501,33546012,1355789,68460,4.04,5.05,760179840,270.93,Paused,Upsell,2388951,1421647
CMP10157,Credit Card Zero Cost,Home Loan,SMB Owners,Nagpur,Call Center,2026-01-25,2026-03-31,4799144,47991440,4106830,852827,8.56,20.77,42411939537,8836.4,Completed,Cross-sell,1707168,2893163
CMP10158,Car Loan Special Offer,Car Loan,Self-Employed,Indore,WhatsApp,2023-09-28,2023-12-27,2348641,9394564,1159862,209839,12.35,18.09,4492443151,1911.78,Completed,Brand Awareness,808458,9556
CMP10159,Premium Personal Loan Upgrade,Savings Account,Students,North India,Push Notification,2024-03-13,2024-03-29,1163166,13957992,557648,53109,4.0,9.52,2632241367,2262.0,Active,Cross-sell,759363,434610
CMP10160,Onam Savings Account Offer,Demat Account,SMB Owners,Nagpur,WhatsApp,2023-07-31,2023-09-20,2560335,12801675,1522138,192617,11.89,12.65,2643668325,1031.55,Active,Brand Awareness,1279818,1731836
CMP10161,Demat Account EMI Special,Savings Account,Government Employees,Bangalore,Email,2025-06-25,2025-08-02,892762,4463810,239337,47984,5.36,20.05,2093925792,2344.45,Cancelled,Re-engagement,2400088,2901066
CMP10162,Pune Gold Loan Push,Education Loan,High-Value Transactors,Pan India,WhatsApp,2023-02-24,2023-03-12,4393194,52718328,5578112,847340,10.58,15.19,25990459820,5915.07,Cancelled,Acquisition,3039111,1332382
CMP10163,Savings Account Zero Cost,Forex Card,Government Employees,Pune,Push Notification,2023-09-28,2023-10-10,3580459,28643672,2335049,371906,8.15,15.93,6070249732,1694.38,Completed,Cross-sell,4259757,1206616
CMP10164,Exclusive Health Insurance Deal,Current Account,Retired Professionals,Hyderabad,Push Notification,2025-10-23,2026-01-06,3424547,13698188,976082,173847,7.13,17.81,6994734045,2041.53,Paused,Cross-sell,4929391,2665422
CMP10165,Prepaid Card Special Offer,Current Account,SMB Owners,Chennai,WhatsApp,2023-05-16,2023-05-24,2051835,6155505,195896,19373,3.18,9.89,648491802,315.05,Active,Brand Awareness,105215,692163
CMP10166,Government Home Loan Campaign,Credit Card Upgrade,Premium Card Holders,Jaipur,WhatsApp,2025-10-13,2025-12-26,4388779,65831685,8789766,1885416,13.35,21.45,41460297840,9445.89,Completed,Upsell,4847304,2637063
CMP10167,Government Car Loan Campaign,NRI Account,Mass Affluent,Ahmedabad,Push Notification,2023-06-07,2023-08-18,4334748,34677984,1688190,103127,4.87,6.11,4346906177,1001.8,Completed,Acquisition,113079,1030723
CMP10168,Gold Loan Flash Sale,Demat Account,Healthcare Workers,Jaipur,Push Notification,2023-04-05,2023-04-21,3262664,16313320,564187,48402,3.46,8.58,354157434,107.55,Cancelled,Upsell,1011607,2110712
CMP10169,IT Exclusive Life Insurance,Gold Loan,Dormant Account Holders,Mumbai,Email,2023-04-18,2023-06-11,4376626,13129878,253162,60965,1.93,24.08,580203905,131.57,Active,Upsell,4739553,1279688
CMP10170,Home Loan Zero Cost,Demat Account,NRI Customers,Kochi,Push Notification,2024-05-11,2024-08-07,4188609,62829135,4840592,993179,7.7,20.52,40540573601,9677.77,Completed,Upsell,22264,2761932
CMP10171,Premium Home Loan Upgrade,Fixed Deposit,Low-Balance Customers,Indore,WhatsApp,2025-02-09,2025-04-04,1771295,19484245,2181992,538129,11.2,24.66,17496188177,9876.63,Scheduled,Brand Awareness,722213,2440928
CMP10172,June Gold Loan Bonanza,Home Loan,Healthcare Workers,Chandigarh,Call Center,2023-07-15,2023-09-17,3358058,13432232,224878,37864,1.67,16.84,343842984,101.39,Paused,Retention,636523,855238
CMP10173,Instant Fixed Deposit Promo,Fixed Deposit,IT Professionals,Nagpur,Call Center,2023-10-06,2023-11-15,1353678,5414712,372368,30859,6.88,8.29,1096821437,809.25,Completed,Acquisition,1332173,2882522
CMP10174,Instant Credit Card Upgrade Promo,Credit Card,Salaried Millennials,Coimbatore,Call Center,2024-09-15,2024-11-18,1853725,14829800,575130,45817,3.88,7.97,974390139,524.64,Cancelled,Brand Awareness,4624748,1052957
CMP10175,First-Time Business Loan Campaign,Fixed Deposit,Government Employees,Bangalore,Push Notification,2023-07-13,2023-07-22,1222669,4890676,404669,21201,8.27,5.24,414839967,338.29,Completed,Retention,3729771,545190
CMP10176,November Senior Citizen FD Bonanza,Fixed Deposit,SMB Owners,Kochi,WhatsApp,2023-07-08,2023-08-11,408162,4081620,176738,10626,4.33,6.01,452773860,1108.3,Active,Upsell,2357590,1875707
CMP10177,Salaried Exclusive Senior Citizen FD,Prepaid Card,Students,Indore,SMS,2023-11-01,2023-12-03,2111792,27453296,2042969,222726,7.44,10.9,7127232000,3373.97,Cancelled,Retention,4570522,86914
CMP10178,Business Loan Flash Sale,Senior Citizen FD,Senior Citizens,Ahmedabad,WhatsApp,2025-02-22,2025-03-04,4617746,69266190,5007209,735738,7.23,14.69,30952497660,6701.95,Paused,Acquisition,3966775,2225599
CMP10179,Lucknow Credit Card Push,Gold Loan,SMB Owners,Kolkata,Call Center,2025-01-02,2025-02-08,1389029,5556116,629822,62712,11.34,9.96,1304660448,938.26,Cancelled,Upsell,3019691,2486192
CMP10180,Limited Period EMI Card,Forex Card,HNI Customers,Delhi NCR,WhatsApp,2023-02-27,2023-04-04,4777873,23889365,914284,148682,3.83,16.26,2577551152,538.48,Cancelled,Retention,177168,2213085
CMP10181,Salaried Exclusive Credit Card,Mutual Fund,Students,Chennai,SMS,2025-09-05,2025-11-18,1740005,26100075,1127266,85782,4.32,7.61,1426554660,818.86,Paused,Acquisition,3143906,2960046
CMP10182,Senior Citizen FD EMI Special,Fixed Deposit,Senior Citizens,Kochi,Call Center,2025-03-21,2025-04-25,2873278,20112946,541334,61993,2.69,11.45,949856746,329.58,Cancelled,Retention,3184115,1291909
CMP10183,Limited Period Car Loan,Car Loan,Women Professionals,Chennai,Email,2024-08-26,2024-11-04,65081,911134,102131,24484,11.21,23.97,750752892,11534.67,Active,Upsell,662689,1003227
CMP10184,Premium Health Insurance Upgrade,Car Loan,First-Time Borrowers,Jaipur,WhatsApp,2024-12-11,2024-12-31,794287,11120018,1548538,284938,13.93,18.4,7694180814,9685.9,Completed,Acquisition,3247475,1843028
CMP10185,Forex Card Special Offer,Current Account,Salaried Gen-Z,Lucknow,Email,2025-05-09,2025-05-18,4186271,37676439,1585570,190658,4.21,12.02,5643095484,1347.0,Paused,Upsell,888497,316219
CMP10186,Instant Personal Loan Promo,Business Loan,SMB Owners,Delhi NCR,Email,2024-12-01,2024-12-20,1399764,19596696,1651968,107378,8.43,6.5,1192003178,850.57,Paused,Retention,1603703,1721644
CMP10187,June Senior Citizen FD Bonanza,Health Insurance,Premium Card Holders,Bangalore,Call Center,2026-02-08,2026-03-24,2411586,16881102,1701755,165937,10.08,9.75,1369312124,566.81,Cancelled,Cross-sell,1684993,411792
CMP10188,Hyderabad Senior Citizen FD Push,Car Loan,NRI Customers,Coimbatore,Email,2023-02-22,2023-03-24,2497891,9991564,732342,105980,7.33,14.47,1332062620,532.27,Paused,Cross-sell,3108765,787585
CMP10189,Exclusive Home Loan Deal,Health Insurance,NRI Customers,Indore,SMS,2025-07-01,2025-09-21,3738810,37388100,2244082,230422,6.0,10.27,5207537200,1391.83,Active,Re-engagement,521568,1628640
CMP10190,Jaipur Business Loan Push,EMI Card,Women Professionals,Pan India,Push Notification,2025-12-06,2025-12-31,4033115,48397380,1954987,442473,4.04,22.63,16022832276,3971.82,Completed,Cross-sell,1460213,706139
CMP10191,June Home Loan Bonanza,Home Loan,HNI Customers,Bangalore,Email,2024-03-09,2024-05-04,407991,3671919,90974,5974,2.48,6.57,297320006,727.74,Cancelled,Cross-sell,4640966,1372874
CMP10192,Fixed Deposit Flash Sale,NRI Account,Women Professionals,East India,Call Center,2024-07-19,2024-08-07,153715,2305725,251802,47863,10.92,19.01,2082375541,13545.99,Completed,Re-engagement,857169,1204960
CMP10193,Exclusive Credit Card Deal,Current Account,Senior Citizens,Pan India,WhatsApp,2026-01-01,2026-02-28,2265738,20391642,2903913,525484,14.24,18.1,22326764192,9853.08,Completed,Cross-sell,2790773,2901224
CMP10194,Chennai Senior Citizen FD Push,Senior Citizen FD,Dormant Account Holders,Chandigarh,SMS,2024-05-01,2024-06-11,2303048,18424384,1275967,68961,6.93,5.4,1714439421,743.42,Scheduled,Re-engagement,758992,793259
CMP10195,Limited Period Credit Card Upgrade,Current Account,Low-Balance Customers,Coimbatore,Email,2025-06-23,2025-07-17,4113947,61709205,3122370,478660,5.06,15.33,14122384640,3431.81,Cancelled,Re-engagement,252834,733707
CMP10196,Health Insurance EMI Special,Credit Card,Mass Affluent,Mumbai,Email,2024-01-30,2024-03-07,2142876,6428628,332147,46928,5.17,14.13,1342938576,625.7,Paused,Cross-sell,4993198,1876093
CMP10197,Life Insurance EMI Special,Forex Card,Women Professionals,Pune,Push Notification,2023-12-30,2024-02-03,4674922,37399376,3411771,405488,9.12,11.88,8900867088,1902.96,Active,Brand Awareness,1744185,1133618
CMP10198,Government Gold Loan Campaign,Personal Loan,Government Employees,Indore,Call Center,2025-04-18,2025-06-12,124641,1246410,136103,31617,10.92,23.23,1499467842,12029.29,Paused,Cross-sell,2123918,920235
CMP10199,Christmas EMI Card Offer,Credit Card Upgrade,Mass Affluent,North India,WhatsApp,2025-08-13,2025-08-28,3381556,40578672,5704845,401977,14.06,7.05,15484957994,4578.24,Paused,Upsell,2737447,1166339
CMP10200,Mutual Fund Zero Cost,Education Loan,IT Professionals,Jaipur,WhatsApp,2024-06-18,2024-08-17,1307698,14384678,1811793,367965,12.6,20.31,3208654800,2452.67,Scheduled,Cross-sell,306277,2450378
CMP10201,IT Exclusive Credit Card Upgrade,Mutual Fund,SMB Owners,Lucknow,Email,2026-03-17,2026-04-05,1915317,24899121,2052019,322017,8.24,15.69,11649609009,6081.34,Scheduled,Retention,2179728,2349748
CMP10202,May Demat Account Bonanza,Savings Account,Mass Affluent,North India,WhatsApp,2024-01-10,2024-01-23,1914397,15315176,474542,44922,3.1,9.47,1128665250,588.57,Cancelled,Re-engagement,607400,1985632
CMP10203,Limited Period Home Loan,Fixed Deposit,Dormant Account Holders,Hyderabad,Call Center,2024-02-03,2024-03-21,3251673,35768403,1143552,125414,3.2,10.97,1071411802,328.5,Active,Acquisition,4100124,1400149
CMP10204,Exclusive Senior Citizen FD Deal,Credit Card,Premium Card Holders,Coimbatore,WhatsApp,2023-12-29,2024-02-28,89539,895390,127282,13327,14.22,10.47,213885023,2387.74,Scheduled,Cross-sell,49167,163231
CMP10205,Pre-Approved Personal Loan Drive,Demat Account,IT Professionals,Hyderabad,Email,2025-12-29,2026-01-18,168087,1344696,105794,21303,7.87,20.14,847880703,5043.3,Scheduled,Re-engagement,4948127,1288939
CMP10206,Exclusive Mutual Fund Deal,Credit Card,First-Time Borrowers,Pune,SMS,2023-12-09,2024-01-06,2551501,17860507,242382,34220,1.36,14.12,1337899340,523.36,Scheduled,Acquisition,1926111,945871
CMP10207,Business Loan EMI Special,Personal Loan,Senior Citizens,Delhi NCR,Email,2023-09-26,2023-10-16,4996702,54963722,1410067,118159,2.57,8.38,3429446816,685.34,Completed,Acquisition,981315,1753083
CMP10208,Pre-Approved Life Insurance Drive,Fixed Deposit,Government Employees,Pan India,Push Notification,2025-06-28,2025-09-20,4640937,32486559,2750561,398499,8.47,14.49,5991432465,1290.0,Active,Cross-sell,890084,2150742
CMP10209,Credit Card Upgrade Zero Cost,Fixed Deposit,IT Professionals,Kolkata,WhatsApp,2023-08-30,2023-09-11,941404,9414040,190077,17055,2.02,8.97,308524950,326.73,Cancelled,Cross-sell,1752263,2891536
CMP10210,Limited Period Home Loan,Gold Loan,Mass Affluent,Jaipur,WhatsApp,2025-09-11,2025-12-09,72968,218904,9073,1672,4.15,18.43,20460264,279.4,Active,Cross-sell,2493214,1112820
CMP10211,Current Account Zero Cost,Fixed Deposit,Students,Kolkata,SMS,2025-08-08,2025-09-26,1515504,4546512,280631,61865,6.17,22.04,1769772055,1166.78,Paused,Cross-sell,2260742,394866
CMP10212,Bangalore Senior Citizen FD Push,Car Loan,Salaried Gen-Z,Kolkata,WhatsApp,2025-02-02,2025-02-22,1004892,9044028,1030509,134017,11.39,13.0,4679739623,4655.96,Scheduled,Re-engagement,4058970,2391321
CMP10213,Limited Period Senior Citizen FD,Prepaid Card,Salaried Gen-Z,Bangalore,Email,2025-06-16,2025-07-26,3235580,48533700,4050425,493016,8.35,12.17,3395894208,1048.55,Paused,Acquisition,4412491,2423641
CMP10214,Gold Loan Special Offer,Mutual Fund,Existing Loan Customers,Hyderabad,Email,2026-03-03,2026-05-20,4404523,48449753,1867654,350462,3.85,18.76,15951628392,3620.65,Cancelled,Acquisition,107684,2703609
CMP10215,Instant Mutual Fund Promo,Senior Citizen FD,NRI Customers,Coimbatore,Call Center,2023-11-18,2024-01-15,4209364,21046820,1889558,122770,8.98,6.5,4569499400,1084.56,Active,Acquisition,3861164,1868063
CMP10216,Fixed Deposit EMI Special,Savings Account,NRI Customers,Mumbai,Push Notification,2026-03-19,2026-04-06,4231353,42313530,1688781,191190,3.99,11.32,7187788050,1697.7,Cancelled,Re-engagement,2565152,2137123
CMP10217,Limited Period Mutual Fund,NRI Account,First-Time Borrowers,Nagpur,Email,2026-02-25,2026-03-18,2909292,23274336,1144328,246101,4.92,21.51,4825794509,1657.75,Completed,Brand Awareness,1870149,14214
CMP10218,Festive Senior Citizen FD Fest,Life Insurance,Senior Citizens,Pune,WhatsApp,2024-11-30,2024-12-31,4644361,51087971,6201879,773858,12.14,12.48,9260758686,1992.98,Completed,Cross-sell,1818495,1921989
CMP10219,Exclusive NRI Account Deal,Fixed Deposit,High-Value Transactors,Mumbai,WhatsApp,2024-01-26,2024-04-09,3526829,10580487,1144543,269339,10.82,23.53,13210808611,3744.8,Completed,Re-engagement,3640676,2459174
