metric_id,campaign_id,measurement_date,impressions,unique_impressions,clicks,unique_clicks,conversions,conversion_value,acquisition_cost,cost_per_click,cost_per_conversion,revenue_generated,profit,roi_score,roas,customer_acquisition_cost,lifetime_value_generated,attribution_model,benchmark_roi,performance_vs_benchmark
ROI40147,CMP17516,2024-12-19,7310454,4805981,958074,819654,138998,5707535876,1821314,1.9,13.1,1049990892,1048169578,57550.19,576.5,13.1,14815379826,Time Decay,4.75,Above
ROI40148,CMP13989,2024-01-21,28013369,22789440,1723411,1323873,284777,4629334912,3755220,2.18,13.19,11536031493,11532276273,307099.88,3072.0,13.19,77731021258,Last Click,2.33,Above
ROI40149,CMP12142,2025-07-12,4972757,3184364,367062,263087,44676,537362928,639185,1.74,14.31,1593905652,1593266467,249265.31,2493.65,14.31,17661718404,First Click,3.6,At
ROI40150,CMP10887,2024-05-15,13445574,10368134,973470,788356,51352,549363696,979242,1.01,19.07,616686168,615706926,62875.87,629.76,19.07,20853379624,Last Click,3.91,At
ROI40151,CMP19532,2023-04-09,28359171,23898947,2678748,2211873,211506,5370560352,3485879,1.3,16.48,8808167370,8804681491,252581.39,2526.81,16.48,73087167336,Linear,1.97,Below
ROI40152,CMP18059,2025-02-04,48075884,30115753,2944529,2345571,279178,12568593560,3212614,1.09,11.51,1757983866,1754771252,54621.29,547.21,11.51,43724579182,Position Based,3.25,At
ROI40153,CMP15226,2025-06-24,15554937,13000523,326412,242337,58047,2575313202,1411285,4.32,24.31,452302224,450890939,31948.96,320.49,24.31,14662962435,Linear,2.77,Below
ROI40154,CMP14107,2025-10-26,6679744,4962167,729750,629219,159460,4740107960,1254333,1.72,7.87,6279853720,6278599387,500552.83,5006.53,7.87,22354219020,First Click,3.8,At
ROI40155,CMP12560,2023-12-08,48776910,29300709,3519544,3261602,650444,20075303616,3472721,0.99,5.34,6101164720,6097691999,175588.31,1756.88,5.34,258781747176,Position Based,2.98,At
ROI40156,CMP17221,2025-08-30,41386525,32436884,4310628,3445649,718621,11387986987,2692912,0.62,3.75,17655080728,17652387816,655512.98,6556.13,3.75,101664750112,Last Click,2.26,Above
ROI40157,CMP11457,2024-12-11,18486464,15136559,1741548,1381711,87459,2697672855,3321019,1.91,37.97,3890875992,3887554973,117059.1,1171.59,37.97,36059170782,First Click,2.44,Above
ROI40158,CMP14986,2023-08-22,23268274,16456051,689008,511147,132284,3248630472,2771092,4.02,20.95,1147695984,1144924892,41316.74,414.17,20.95,53853213252,Time Decay,2.23,Below
ROI40159,CMP10780,2023-03-11,15046432,10193607,1058577,983536,212916,5704232556,3782124,3.57,17.76,2956551576,2952769452,78071.73,781.72,17.76,74605553484,Last Click,1.81,Above
ROI40160,CMP16648,2024-04-16,11212868,8281295,1150211,1021994,166184,6357036552,3514019,3.06,21.15,4416672168,4413158149,125587.2,1256.87,21.15,25470855496,First Click,4.29,Above
ROI40161,CMP11802,2026-04-01,54616128,45018870,4612321,4309012,719869,23680090755,3326412,0.72,4.62,28842271354,28838944942,866968.52,8670.69,4.62,321314248019,Last Click,2.17,Below
ROI40162,CMP14740,2025-11-14,14331356,12258854,1222917,1125761,304073,14131184529,3048161,2.49,10.02,3592318422,3589270261,117751.99,1178.52,10.02,44659809656,Time Decay,4.29,Above
ROI40163,CMP15509,2026-01-25,30431778,21612519,1190937,1032774,230339,2161501176,2020531,1.7,8.77,10142977865,10140957334,501895.66,5019.96,8.77,106217605104,Position Based,1.77,At
ROI40164,CMP12364,2024-08-13,8602341,6706391,543755,472886,110683,4118071698,2744992,5.05,24.8,2935977258,2933232266,106857.59,1069.58,24.8,36961370337,Linear,2.83,At
ROI40165,CMP14401,2025-10-03,23177421,17479557,838560,656618,150256,5412822144,2308288,2.75,15.36,4949432640,4947124352,214320.07,2144.2,15.36,30602188752,Linear,2.33,Below
ROI40166,CMP18336,2025-10-11,12185801,10061646,761047,698603,117778,2514324744,2993518,3.93,25.42,1447609398,1444615880,48258.13,483.58,25.42,7612934364,First Click,2.13,Below
ROI40167,CMP10682,2024-08-11,4593567,3557473,205367,184808,18944,713677312,1626811,7.92,85.87,635268096,633641285,38949.9,390.5,85.87,8764555264,Position Based,1.74,At
ROI40168,CMP12899,2023-08-04,26091758,22532941,1697951,1233782,381689,10398735116,4744289,2.79,12.43,17268373738,17263629449,363882.33,3639.82,12.43,110385603867,Position Based,4.43,Above
ROI40169,CMP18912,2023-01-21,2470901,1483880,284153,226757,57717,1844866188,565804,1.99,9.8,340183998,339618194,60024.0,601.24,9.8,4258937430,Last Click,3.44,At
ROI40170,CMP14240,2024-07-31,28053319,24711461,1477079,1034971,353113,8316517376,2696818,1.83,7.64,2964030522,2961333704,109808.44,1099.08,7.64,73952102477,First Click,4.69,At
ROI40171,CMP10831,2024-12-29,25820146,22911023,960502,799461,148159,6211269757,2074511,2.16,14.0,5567815220,5565740709,268291.69,2683.92,14.0,48586817983,Last Click,1.59,Below
ROI40172,CMP16466,2023-01-24,14725130,9691407,305319,266227,38772,1134856440,1128446,3.7,29.1,804751632,803623186,71215.03,713.15,29.1,6773119452,First Click,4.12,Below
ROI40173,CMP11676,2024-04-01,7446903,5527561,376071,267524,90165,2430577905,2667669,7.09,29.59,2470521000,2467853331,92509.73,926.1,29.59,29789524185,Time Decay,2.03,At
ROI40174,CMP14979,2024-07-08,26874837,17883505,401258,284996,42140,850764460,1771673,4.42,42.04,1443252860,1441481187,81362.71,814.63,42.04,19581783760,Last Click,1.77,Below
ROI40175,CMP15464,2023-10-31,721114,625592,45210,40849,10334,424841074,72040,1.59,6.97,261491536,261419496,362881.03,3629.81,6.97,2895948490,First Click,3.36,Below
ROI40176,CMP13678,2025-10-19,13931205,11430208,772644,663628,72099,1259930025,3520089,4.56,48.82,1636286805,1632766716,46384.25,464.84,48.82,6052134258,First Click,3.37,At
ROI40177,CMP12284,2023-05-01,63787095,46225121,1267036,961954,269360,3479592480,4924153,3.89,18.28,5711509440,5706585287,115889.68,1159.9,18.28,65927206800,First Click,3.71,Below
ROI40178,CMP15358,2024-11-07,5390774,4335370,667350,543727,79687,2315544846,1891052,2.83,23.73,974253262,972362210,51419.12,515.19,23.73,14099339658,Time Decay,3.39,Above
ROI40179,CMP17657,2024-12-31,18229885,10968347,1778116,1384626,316835,3854297775,4927488,2.77,15.55,8568802575,8563875087,173797.99,1738.98,15.55,156925840820,First Click,4.97,At
ROI40180,CMP19049,2025-11-20,20212767,16316837,2548008,2114708,248451,7577258598,2012869,0.79,8.1,7304956302,7302943433,362812.65,3629.13,8.1,58991956989,Last Click,4.08,Below
ROI40181,CMP18436,2026-04-25,18518244,13124933,1082883,987258,245240,7997031160,4072442,3.76,16.61,10862415320,10858342878,266629.77,2667.3,16.61,55313636760,Position Based,4.17,Below
ROI40182,CMP19401,2023-10-23,26200653,22824814,3141245,2338560,764120,8552031040,3081494,0.98,4.03,5195251880,5192170386,168495.23,1685.95,4.03,216973402240,Linear,3.51,Above
ROI40183,CMP19928,2026-04-30,8868315,5431889,943801,878300,59919,2484421497,771414,0.82,12.87,2357692812,2356921398,305532.62,3056.33,12.87,12472858878,Linear,2.95,Below
ROI40184,CMP13155,2023-11-23,46242039,37515850,2664601,2022503,196524,8357379624,4334992,1.63,22.06,2414690388,2410355396,55602.3,557.02,22.06,92608594092,Linear,2.78,Above
ROI40185,CMP12513,2025-09-18,14529293,12134391,770611,569920,58881,988494228,1622810,2.11,27.56,557661951,556039141,34263.97,343.64,27.56,10345097295,First Click,3.76,Below
ROI40186,CMP12889,2026-04-16,25487318,16334166,2546904,1909776,290696,1718013360,3633266,1.43,12.5,13524922096,13521288830,372152.46,3722.52,12.5,134551550560,First Click,3.06,Above
ROI40187,CMP12098,2024-06-09,6036894,5070756,416050,386445,53493,1477851111,461241,1.11,8.62,2163203427,2162742186,468896.34,4689.96,8.62,14173933224,First Click,3.71,Above
ROI40188,CMP18748,2026-02-14,16332661,13532825,452301,417191,85416,2772005448,1587388,3.51,18.58,3889759224,3888171836,244941.49,2450.41,18.58,38910831720,First Click,4.09,At
ROI40189,CMP17645,2023-12-30,18380667,16525308,463506,393672,63108,1144842228,2412118,5.2,38.22,1187503236,1185091118,49130.73,492.31,38.22,17819995284,Last Click,3.04,At
ROI40190,CMP14484,2025-12-10,67750222,42768079,4785047,3497329,924567,36737669745,4915598,1.03,5.32,39687038475,39682122877,807269.49,8073.69,5.32,175443984786,Linear,1.83,At
ROI40191,CMP14873,2025-06-20,8138607,6391743,319490,233958,20793,1026404859,814663,2.55,39.18,1025261244,1024446581,125750.96,1258.51,39.18,8719606929,Position Based,2.38,Above
ROI40192,CMP12639,2026-04-17,3502992,2910983,411230,302399,28332,1034882964,298431,0.73,10.53,1393707744,1393409313,466911.72,4670.12,10.53,12157884504,Position Based,4.63,Above
ROI40193,CMP13707,2024-08-06,2461109,1588057,210494,164627,52162,1127064334,162365,0.77,3.11,2187778604,2187616239,1347344.71,13474.45,3.11,18560647974,First Click,2.93,Above
ROI40194,CMP19662,2023-06-11,27084257,24225548,1135183,879116,203878,9154937712,3396687,2.99,16.66,4828238796,4824842109,142045.53,1421.46,16.66,96281181622,First Click,2.06,Below
ROI40195,CMP10693,2023-11-22,18388892,11243410,1243239,1110875,248861,5919656607,2600411,2.09,10.45,8607853129,8605252718,330918.95,3310.19,10.45,123225017316,Linear,1.68,At
ROI40196,CMP12360,2024-05-31,58104244,37857953,1383053,1219283,150693,5820366432,3624961,2.62,24.06,3924799185,3921174224,108171.49,1082.71,24.06,43646720520,Time Decay,2.96,Below
ROI40197,CMP14256,2025-01-04,16289018,10182883,1420746,1314221,329010,15950404800,2815566,1.98,8.56,11724600360,11721784794,416320.73,4164.21,8.56,47317560180,First Click,2.41,Above
ROI40198,CMP10200,2024-07-02,13822581,11504088,1811793,1516269,367965,10892867895,1307698,0.72,3.55,3208654800,3207347102,245266.65,2453.67,3.55,119854295730,Position Based,1.77,Above
ROI40199,CMP15772,2024-11-22,22697072,16623666,2042874,1847823,502431,16622929635,2815094,1.38,5.6,23969978148,23967163054,851380.56,8514.81,5.6,93757644048,Linear,4.35,Below
ROI40200,CMP13490,2023-12-12,10187180,6903464,600906,546895,43790,1078591490,673849,1.12,15.39,1604027700,1603353851,237939.63,2380.4,15.39,15430939150,Position Based,4.97,Below
ROI40201,CMP19007,2025-11-07,24305411,16106900,1052593,938237,56332,2236267736,1881444,1.79,33.4,2435401356,2433519912,129343.2,1294.43,33.4,15475358044,First Click,3.69,Below
ROI40202,CMP10636,2025-04-17,16430514,11238172,1383141,1115675,322171,9230843492,4291644,3.1,13.32,15404928536,15400636892,358851.69,3589.52,13.32,63773749450,Linear,2.6,At
ROI40203,CMP18308,2024-03-09,32983410,28454905,2238461,1976336,534060,17331315120,3791281,1.69,7.1,9033090840,9029299559,238159.6,2382.6,7.1,98138865600,Last Click,1.58,At
ROI40204,CMP18537,2024-04-24,9508206,8320362,347947,253522,72980,971509760,1304702,3.75,17.88,2163638060,2162333358,165733.89,1658.34,17.88,16722564220,Last Click,2.15,At
ROI40205,CMP16668,2023-03-27,6162913,4871999,618928,532494,56552,2795365360,1660815,2.68,29.37,2619318984,2617658169,157612.87,1577.13,29.37,16140110456,Time Decay,3.45,At
ROI40206,CMP18243,2023-02-04,952107,713878,13797,10694,1981,93622060,71088,5.15,35.88,63546518,63475430,89291.34,893.91,35.88,209377833,Position Based,1.76,Above
ROI40207,CMP18931,2023-03-03,21466343,13312332,1106180,1046973,275315,5161880935,3926767,3.55,14.26,11961886120,11957959353,304524.29,3046.24,14.26,46809606930,Last Click,1.92,At
ROI40208,CMP11862,2025-09-20,51469900,40982374,4118575,3615406,833648,9616963328,4090905,0.99,4.91,12424689792,12420598887,303614.94,3037.15,4.91,214087475584,Last Click,4.73,At
ROI40209,CMP14150,2023-07-05,5467342,4202187,528696,458479,49930,792688680,1819056,3.44,36.43,2190678750,2188859694,120329.43,1204.29,36.43,21752054430,Position Based,2.51,Above
ROI40210,CMP15543,2026-04-30,57335934,48568865,6633986,4816974,947463,41523513438,4464447,0.67,4.71,12109524603,12105060156,271143.55,2712.44,4.71,213990203328,Linear,4.23,Below
ROI40211,CMP15434,2025-12-28,1207490,913546,28334,24233,3691,72542914,93139,3.29,25.23,90230186,90137047,96776.91,968.77,25.23,595413665,Time Decay,3.01,At
ROI40212,CMP15846,2023-09-04,23059479,19157843,963843,905233,147912,4358079168,4033169,4.18,27.27,4272290208,4268257039,105828.87,1059.29,27.27,68140543896,Position Based,2.51,At
ROI40213,CMP12169,2023-11-21,7611366,5146588,535257,495530,86478,2145692136,1220396,2.28,14.11,2969395086,2968174690,243214.06,2433.14,14.11,23370765978,Position Based,3.85,At
ROI40214,CMP11171,2024-02-03,2106831,1400501,172218,142757,17174,106049450,719580,4.18,41.9,685345644,684626064,95142.45,952.42,41.9,3177464784,Linear,1.8,Above
ROI40215,CMP14032,2023-04-30,14032537,10926552,554265,525865,34489,1474646173,3003745,5.42,87.09,431526368,428522623,14266.28,143.66,87.09,8060148278,Position Based,3.38,Above
ROI40216,CMP19858,2023-02-14,13395844,9153953,964413,904627,103712,3734980256,2176319,2.26,20.98,2538869760,2536693441,116558.9,1166.59,20.98,43029797664,Position Based,4.55,At
ROI40217,CMP12802,2025-06-18,49706945,39859184,5131240,4364838,1153510,35962981270,3577568,0.7,3.1,32618955780,32615378212,911663.4,9117.63,3.1,95579838600,First Click,3.16,At
ROI40218,CMP12410,2025-12-05,52717944,41029272,3659320,2997439,496126,19458557846,4491550,1.23,9.05,18190955916,18186464366,404903.97,4050.04,9.05,25896784948,Last Click,4.0,Above
ROI40219,CMP16695,2023-04-30,23582639,16616808,1843208,1630426,349714,11326886746,4151535,2.25,11.87,15001681458,14997529923,361252.64,3613.53,11.87,83467639236,Linear,4.69,Above
ROI40220,CMP12721,2025-01-17,20205138,14092423,2056182,1492935,194412,2328861348,1566990,0.76,8.06,9478168236,9476601246,604764.63,6048.65,8.06,79994705640,Linear,2.75,Above
ROI40221,CMP10497,2026-02-02,65324566,49219912,5979529,4187840,702032,26307245136,4019755,0.67,5.73,23268148608,23264128853,578744.94,5788.45,5.73,275342566656,Linear,2.89,At
ROI40222,CMP13422,2024-08-12,31119036,26040356,2129971,1858741,131564,4087693480,2594271,1.22,19.72,1486936328,1484342057,57216.15,573.16,19.72,54873239376,Position Based,4.53,Above
ROI40223,CMP18899,2023-02-28,12812755,7805031,378295,337757,72365,2572720480,2119285,5.6,29.29,2739594170,2737474885,129169.74,1292.7,29.29,34587575400,Linear,3.37,Below
ROI40224,CMP11261,2025-12-03,29086199,23269162,1175164,918183,98770,4433291450,3552289,3.02,35.97,3363809890,3360257601,94594.15,946.94,35.97,14375183340,Linear,3.71,Below
ROI40225,CMP13968,2026-02-10,67287358,50589031,1675534,1448167,374544,13754379312,4468948,2.67,11.93,13551751008,13547282060,303142.53,3032.43,11.93,166379561136,Position Based,3.35,At
ROI40226,CMP15566,2026-02-06,14847956,12667824,240118,182157,25441,1178681530,910177,3.79,35.78,1017182062,1016271885,111656.51,1117.57,35.78,6037149300,First Click,2.67,Above
ROI40227,CMP10521,2025-05-12,44790800,31299640,3597167,2915552,672757,20038740002,4225892,1.17,6.28,33202576221,33198350329,785593.91,7856.94,6.28,109791251372,Last Click,2.39,At
ROI40228,CMP15664,2024-11-26,5458804,4243290,424217,379672,69798,3309611766,399914,0.94,5.73,2509098504,2508698590,627309.52,6274.1,5.73,7811373372,Time Decay,4.43,Below
ROI40229,CMP12609,2024-10-30,61386372,48897806,5601172,3961752,1058326,11590786352,4828502,0.86,4.56,38748489838,38743661336,802395.06,8024.95,4.56,327080941930,Linear,3.06,At
ROI40230,CMP11464,2025-08-11,62746036,50181776,4944885,4000968,384424,3301817736,4201146,0.85,10.93,18484259192,18480058046,439881.36,4399.81,10.93,30870016048,Last Click,2.74,At
ROI40231,CMP18897,2025-06-15,5722997,5040627,277503,209123,48268,878477600,1136881,4.1,23.55,1343105368,1341968487,118039.49,1181.39,23.55,6526895496,Last Click,3.11,At
ROI40232,CMP19127,2024-07-15,8671298,5839975,525956,423137,73844,809404084,689735,1.31,9.34,2781555792,2780866057,403178.91,4032.79,9.34,9999585260,Last Click,3.89,Above
ROI40233,CMP10912,2023-08-20,22553806,19516290,1233285,1086267,87339,3836802270,3664559,2.97,41.96,1878225195,1874560636,51153.79,512.54,41.96,13705934592,Linear,4.43,Below
ROI40234,CMP18889,2024-07-06,28616121,20006816,1501466,1071630,170585,8448563295,2625740,1.75,15.39,6566669575,6564043835,249988.34,2500.88,15.39,83113617795,Position Based,4.19,At
ROI40235,CMP15676,2023-03-11,27003385,19299650,465900,360617,35745,1344691155,3290319,7.06,92.05,309873405,306583086,9317.73,94.18,92.05,11965853220,Time Decay,1.68,Above
ROI40236,CMP18579,2024-03-08,13661167,9098936,671651,625459,106468,2295237144,1875011,2.79,17.61,3897154672,3895279661,207747.03,2078.47,17.61,41980012996,Position Based,3.85,Below
ROI40237,CMP18471,2025-11-23,43148006,26122254,1707689,1591077,363158,9419592204,3733773,2.19,10.28,9991929212,9988195439,267509.45,2676.09,10.28,110430537272,Linear,2.21,Below
ROI40238,CMP10353,2024-01-05,886909,720430,70136,50843,17256,768634008,92593,1.32,5.37,131577000,131484407,142002.53,1421.03,5.37,4445697792,Position Based,2.67,At
ROI40239,CMP17291,2026-02-05,3591081,3219192,318488,284211,40029,1091831004,269668,0.85,6.74,1048159365,1047889697,388585.11,3886.85,6.74,9173525988,Last Click,2.0,At
ROI40240,CMP16268,2023-05-11,5389172,3298186,114601,87759,11911,522035308,1781663,15.55,149.58,190349691,188568028,10583.82,106.84,149.58,3422899803,Position Based,4.13,Below
ROI40241,CMP16591,2026-03-13,23642504,19407524,1512447,1105555,230306,1744798256,1856552,1.23,8.06,6030562610,6028706058,324725.95,3248.26,8.06,37885337000,Linear,2.12,Above
ROI40242,CMP11222,2024-05-17,35482954,29887715,1017145,725663,221229,3351619350,4119856,4.05,18.62,1690632018,1686512162,40936.19,410.36,18.62,101266026147,First Click,3.69,Below
ROI40243,CMP19402,2023-09-07,40451857,29711835,1986996,1468993,312709,14360222698,4813074,2.42,15.39,4371984529,4367171455,90735.6,908.36,15.39,108272051451,Time Decay,1.83,At
ROI40244,CMP13171,2025-02-20,625390,458112,69132,49167,9792,89440128,79331,1.15,8.1,241186752,241107421,303925.86,3040.26,8.1,1099827648,Time Decay,4.52,At
ROI40245,CMP19962,2025-03-18,45593955,37013447,3158503,2569681,220733,10286157800,4215699,1.33,19.1,3096442524,3092226825,73350.28,734.5,19.1,86906776027,First Click,3.88,Above
ROI40246,CMP14206,2024-11-13,22337401,16330443,1472438,1171754,122728,4304807328,1504602,1.02,12.26,791472872,789968270,52503.47,526.03,12.26,58706570616,Position Based,4.39,At
ROI40247,CMP14420,2023-05-01,11570077,8735560,386786,324066,23599,751156170,3837898,9.92,162.63,222868956,219031058,5707.06,58.07,162.63,4037812499,Last Click,2.56,At
ROI40248,CMP14782,2024-12-05,30038555,26079340,975138,909816,223000,11019322000,2365052,2.43,10.61,1582631000,1580265948,66817.39,669.17,10.61,15492702000,Last Click,3.63,Above
ROI40249,CMP17695,2024-09-10,9915685,8899452,934317,712330,55952,949673296,1940683,2.08,34.68,2672882992,2670942309,137628.98,1377.29,34.68,11466467168,Linear,3.51,Above
ROI40250,CMP15532,2026-03-25,16284821,13910860,519047,418589,92789,4384465828,4473199,8.62,48.21,978367216,973894017,21771.76,218.72,48.21,36707977923,Linear,4.35,At
ROI40251,CMP10502,2023-09-07,40790918,31560551,3056351,2884148,646997,20410167362,4763558,1.56,7.36,12713491050,12708727492,266790.65,2668.91,7.36,141166334439,Time Decay,4.19,Below
ROI40252,CMP14983,2023-06-14,17263186,14970534,1618769,1424895,84485,3678054475,1738511,1.07,20.58,1552158420,1550419909,89180.91,892.81,20.58,16481333800,Last Click,2.25,Below
ROI40253,CMP15043,2024-12-09,25506142,19861718,959291,896715,229927,8999802634,2728170,2.84,11.87,6687196868,6684468698,245016.58,2451.17,11.87,42504075293,First Click,3.4,At
ROI40254,CMP12233,2024-01-01,1176466,733642,103532,92270,9662,88281694,184879,1.79,19.13,64242638,64057759,34648.48,347.48,19.13,4713162248,Position Based,4.24,Below
ROI40255,CMP10083,2026-04-05,18859056,16543616,1016050,892772,174881,2012180786,2042547,2.01,11.68,6019404020,6017361473,294600.88,2947.01,11.68,13757013865,First Click,3.68,At
ROI40256,CMP10092,2025-01-13,5952801,4178320,674659,608546,122911,1269547719,721666,1.07,5.87,3083345346,3082623680,427153.79,4272.54,5.87,15747726053,Linear,2.35,Above
