qa_id,campaign_id,qa_date,tone_consistency,cta_alignment,compliance_status,brand_guidelines_check,disclaimer_present,regulatory_compliance,mismatch_reason,overall_qa_score,channels_reviewed,issues_found,critical_issues,reviewer_notes,approval_status,revision_count,time_to_approve_hours
QA50206,CMP13127,2023-02-16,Pass,Pass,Pass,Pass,True,Pass,,95.1,3,0,0,Approved,Approved,0,44
QA50207,CMP12295,2024-07-20,Warning,Warning,Warning,Warning,True,Fail,Disclaimer missing,13.9,4,5,0,Minor fixes required,Conditional,2,40
QA50208,CMP17963,2024-11-02,Warning,Warning,Fail,Fail,True,Fail,Disclaimer missing,13.8,3,2,2,Needs revision,Rejected,1,52
QA50209,CMP19987,2024-12-26,Pass,Pass,Fail,Pass,True,Warning,CTA differs across channels,34.9,4,4,0,Needs revision,Rejected,0,13
QA50210,CMP16581,2024-09-22,Warning,Fail,Fail,Fail,True,Warning,Font/formatting issues,15.3,5,0,1,Needs revision,Rejected,0,61
QA50211,CMP12901,2024-07-07,Pass,Pass,Pass,Pass,True,Pass,,53.2,4,0,0,Approved,Approved,2,46
QA50212,CMP11602,2024-11-26,Warning,Warning,Warning,Warning,True,Fail,Brand guidelines violation,17.9,4,5,0,Minor fixes required,Conditional,1,55
QA50213,CMP19561,2025-03-29,Warning,Warning,Warning,Pass,True,Fail,Interest rate not compliant,23.5,4,4,0,Minor fixes required,Conditional,1,11
QA50214,CMP17315,2024-08-14,Pass,Pass,Fail,Pass,True,Fail,Offer amount inconsistent,30.7,3,3,0,Needs revision,Rejected,0,54
QA50215,CMP14389,2024-04-11,Pass,Pass,Pass,Pass,True,Pass,,93.6,5,0,0,Approved,Approved,1,62
QA50216,CMP16002,2026-03-21,Pass,Pass,Pass,Pass,True,Pass,,75.9,2,0,0,Approved,Approved,3,8
QA50217,CMP11957,2024-11-26,Pass,Pass,Pass,Pass,True,Pass,,69.4,3,0,0,Approved,Approved,0,59
QA50218,CMP17530,2025-11-03,Pass,Pass,Pass,Pass,True,Pass,,53.1,2,0,0,Approved,Approved,1,56
QA50219,CMP13580,2023-02-05,Pass,Pass,Pass,Pass,True,Pass,,72.0,2,0,0,Approved,Approved,3,52
QA50220,CMP14677,2023-12-22,Pass,Pass,Pass,Pass,True,Pass,,74.5,4,0,0,Approved,Approved,1,59
QA50221,CMP16452,2025-10-10,Warning,Fail,Warning,Fail,False,Warning,Expiry date mismatch,2.1,3,1,0,Minor fixes required,Conditional,0,69
QA50222,CMP16335,2024-08-23,Fail,Fail,Fail,Fail,True,Fail,CTA differs across channels,2.2,2,5,0,Needs revision,Rejected,0,40
QA50223,CMP10453,2026-03-08,Pass,Pass,Warning,Pass,True,Fail,Terms and conditions unclear,32.1,2,1,0,Minor fixes required,Conditional,0,41
QA50224,CMP14552,2023-12-28,Pass,Pass,Pass,Pass,True,Fail,,37.8,3,0,0,Approved,Conditional,3,68
QA50225,CMP12223,2026-02-23,Pass,Pass,Pass,Pass,True,Pass,,63.7,4,0,0,Approved,Approved,2,41
QA50226,CMP17061,2024-09-26,Pass,Pass,Pass,Pass,True,Pass,,77.7,4,0,0,Approved,Approved,0,59
QA50227,CMP10600,2025-03-11,Pass,Pass,Pass,Pass,True,Pass,,81.1,3,0,0,Approved,Approved,0,67
QA50228,CMP19685,2023-05-10,Warning,Warning,Warning,Pass,True,Warning,Offer amount inconsistent,22.1,2,1,0,Minor fixes required,Conditional,2,40
QA50229,CMP12072,2025-12-12,Pass,Pass,Pass,Pass,True,Pass,,99.5,5,0,0,Approved,Approved,2,68
QA50230,CMP12676,2023-08-13,Pass,Pass,Pass,Pass,True,Pass,,94.2,4,0,0,Approved,Approved,2,48
QA50231,CMP14136,2024-12-21,Pass,Pass,Pass,Pass,False,Pass,,71.7,2,0,0,Approved,Approved,2,34
QA50232,CMP14314,2023-12-22,Pass,Pass,Pass,Pass,False,Pass,,84.1,3,0,0,Approved,Approved,3,71
QA50233,CMP16706,2023-12-11,Pass,Pass,Pass,Pass,True,Pass,,94.5,3,0,0,Approved,Approved,3,64
QA50234,CMP16031,2024-12-10,Pass,Pass,Pass,Pass,True,Pass,,60.7,3,0,0,Approved,Approved,2,42
QA50235,CMP18579,2025-04-27,Pass,Pass,Pass,Pass,True,Pass,,84.6,4,0,0,Approved,Approved,3,28
QA50236,CMP10774,2025-07-28,Pass,Pass,Pass,Pass,True,Pass,,95.2,3,0,0,Approved,Approved,0,37
QA50237,CMP19002,2024-11-13,Pass,Pass,Pass,Pass,True,Pass,,48.8,3,0,0,Approved,Conditional,1,38
QA50238,CMP10991,2025-03-08,Pass,Pass,Pass,Pass,False,Pass,,94.5,4,0,0,Approved,Approved,2,43
QA50239,CMP11143,2024-04-20,Pass,Pass,Pass,Pass,True,Pass,,76.1,3,0,0,Approved,Approved,1,29
QA50240,CMP14155,2026-01-18,Pass,Pass,Pass,Pass,True,Pass,,94.5,3,0,0,Approved,Approved,3,61
QA50241,CMP11023,2023-11-21,Pass,Pass,Pass,Pass,True,Pass,,70.0,4,0,0,Approved,Approved,0,47
QA50242,CMP18926,2023-01-18,Pass,Pass,Pass,Pass,True,Pass,,79.3,2,0,0,Approved,Approved,2,11
QA50243,CMP16791,2023-06-03,Fail,Warning,Fail,Warning,True,Warning,Offer amount inconsistent,11.7,3,5,2,Needs revision,Rejected,3,6
QA50244,CMP13961,2023-02-26,Pass,Pass,Pass,Pass,True,Pass,,71.0,4,0,0,Approved,Approved,2,9
QA50245,CMP18153,2023-05-29,Pass,Pass,Pass,Pass,True,Pass,,40.7,2,0,0,Approved,Conditional,2,25
QA50246,CMP19567,2025-06-20,Pass,Pass,Pass,Pass,True,Pass,,75.3,3,0,0,Approved,Approved,1,13
QA50247,CMP17089,2024-11-05,Warning,Fail,Warning,Fail,True,Warning,Aggressive wording detected,7.0,5,3,0,Minor fixes required,Conditional,1,44
QA50248,CMP17173,2023-03-16,Pass,Pass,Pass,Pass,True,Pass,,74.7,2,0,0,Approved,Approved,2,40
QA50249,CMP14699,2023-10-23,Pass,Pass,Pass,Pass,True,Pass,,97.8,5,0,0,Approved,Approved,2,36
QA50250,CMP11801,2024-03-26,Pass,Pass,Pass,Pass,False,Pass,,64.3,2,0,0,Approved,Approved,2,4
QA50251,CMP14815,2024-12-29,Fail,Warning,Warning,Warning,True,Fail,Product name variation,5.4,5,2,0,Minor fixes required,Conditional,2,9
QA50252,CMP13813,2023-11-19,Pass,Pass,Pass,Pass,True,Fail,,39.9,4,0,0,Approved,Conditional,1,21
QA50253,CMP14174,2025-03-19,Pass,Pass,Pass,Pass,True,Pass,,51.3,3,0,0,Approved,Approved,1,30
QA50254,CMP10042,2024-01-23,Fail,Warning,Warning,Warning,True,Fail,Disclaimer missing,1.3,3,4,0,Minor fixes required,Conditional,0,58
QA50255,CMP19095,2024-06-17,Warning,Warning,Fail,Warning,True,Warning,Terms and conditions unclear,0.8,5,3,0,Needs revision,Rejected,0,36
QA50256,CMP18526,2024-02-09,Pass,Pass,Fail,Pass,True,Fail,Offer amount inconsistent,30.5,4,0,0,Needs revision,Rejected,1,14
QA50257,CMP17125,2023-04-22,Pass,Pass,Pass,Pass,True,Pass,,56.1,3,0,0,Approved,Approved,0,15
QA50258,CMP14780,2025-01-13,Pass,Pass,Pass,Pass,True,Pass,,87.8,5,0,0,Approved,Approved,1,11
QA50259,CMP11492,2025-02-20,Pass,Pass,Pass,Pass,True,Pass,,80.0,2,0,0,Approved,Approved,3,44
QA50260,CMP17676,2024-05-27,Pass,Pass,Pass,Pass,True,Pass,,81.8,2,0,0,Approved,Approved,2,43
QA50261,CMP14050,2025-06-09,Pass,Pass,Pass,Pass,True,Fail,,38.1,2,0,0,Approved,Conditional,0,6
QA50262,CMP18947,2025-01-17,Fail,Warning,Warning,Fail,False,Warning,Terms and conditions unclear,5.5,3,5,0,Minor fixes required,Conditional,3,27
QA50263,CMP18968,2023-07-11,Fail,Warning,Warning,Pass,True,Warning,Disclaimer missing,20.3,3,0,0,Minor fixes required,Conditional,0,25
QA50264,CMP19527,2025-07-22,Pass,Pass,Pass,Pass,True,Pass,,96.9,2,0,0,Approved,Approved,0,6
QA50265,CMP17378,2024-09-14,Pass,Pass,Pass,Pass,True,Pass,,42.1,4,0,0,Approved,Conditional,2,3
QA50266,CMP16211,2023-03-25,Pass,Pass,Pass,Pass,True,Pass,,85.4,2,0,0,Approved,Approved,2,50
QA50267,CMP19326,2026-02-12,Pass,Pass,Pass,Pass,True,Warning,,38.8,3,0,0,Approved,Conditional,1,11
QA50268,CMP16622,2023-06-11,Pass,Pass,Pass,Pass,True,Pass,,73.9,2,0,0,Approved,Approved,3,64
QA50269,CMP17220,2024-12-13,Fail,Warning,Warning,Warning,True,Fail,CTA differs across channels,11.1,2,5,0,Minor fixes required,Conditional,2,47
QA50270,CMP14103,2025-04-25,Pass,Pass,Pass,Pass,True,Pass,,93.5,2,0,0,Approved,Approved,2,21
QA50271,CMP10256,2023-06-07,Warning,Fail,Fail,Pass,True,Warning,Brand guidelines violation,20.1,2,0,2,Needs revision,Rejected,0,69
QA50272,CMP17175,2024-09-26,Pass,Pass,Pass,Pass,True,Pass,,81.8,3,0,0,Approved,Approved,3,24
QA50273,CMP14819,2025-06-13,Pass,Pass,Warning,Pass,False,Warning,Interest rate not compliant,34.9,5,3,0,Minor fixes required,Conditional,0,26
QA50274,CMP16491,2025-02-14,Fail,Pass,Fail,Pass,True,Warning,Expiry date mismatch,25.3,5,5,0,Needs revision,Rejected,2,11
QA50275,CMP17964,2023-06-04,Pass,Pass,Pass,Pass,True,Pass,,86.5,5,0,0,Approved,Approved,1,37
QA50276,CMP11935,2024-06-03,Pass,Pass,Pass,Pass,True,Pass,,55.5,5,0,0,Approved,Approved,1,65
QA50277,CMP11741,2025-07-23,Pass,Pass,Pass,Pass,True,Pass,,88.2,4,0,0,Approved,Approved,1,48
QA50278,CMP15205,2024-08-14,Pass,Pass,Pass,Pass,False,Warning,,39.2,2,0,0,Approved,Conditional,3,37
QA50279,CMP13788,2024-12-26,Pass,Pass,Fail,Pass,True,Warning,CTA differs across channels,31.0,4,3,2,Needs revision,Rejected,1,64
QA50280,CMP10983,2025-08-24,Pass,Pass,Pass,Pass,True,Pass,,83.0,5,0,0,Approved,Approved,0,45
QA50281,CMP12306,2025-04-02,Warning,Fail,Fail,Warning,True,Fail,Disclaimer missing,1.9,3,3,1,Needs revision,Rejected,3,11
QA50282,CMP13265,2025-05-13,Fail,Fail,Warning,Fail,True,Fail,Contact information different,0.4,3,2,0,Minor fixes required,Conditional,1,60
QA50283,CMP17797,2025-05-07,Pass,Pass,Pass,Pass,True,Pass,,97.0,3,0,0,Approved,Approved,1,26
QA50284,CMP10769,2024-08-06,Pass,Pass,Pass,Pass,True,Pass,,61.0,3,0,0,Approved,Approved,2,36
QA50285,CMP16428,2023-01-02,Fail,Pass,Fail,Pass,True,Fail,Brand guidelines violation,29.2,3,2,0,Needs revision,Rejected,2,70
QA50286,CMP10334,2023-03-23,Warning,Pass,Warning,Pass,True,Fail,Regulatory language missing,26.5,2,3,0,Minor fixes required,Conditional,1,16
QA50287,CMP16949,2023-09-18,Pass,Pass,Pass,Pass,True,Pass,,51.7,2,0,0,Approved,Approved,1,49
QA50288,CMP10176,2023-10-15,Pass,Pass,Pass,Pass,True,Pass,,94.7,5,0,0,Approved,Approved,1,24
QA50289,CMP11379,2026-01-22,Pass,Pass,Pass,Pass,True,Pass,,87.3,3,0,0,Approved,Approved,1,60
QA50290,CMP18690,2024-04-24,Pass,Pass,Pass,Pass,True,Pass,,84.6,2,0,0,Approved,Approved,2,16
QA50291,CMP13958,2024-03-10,Pass,Pass,Pass,Pass,True,Pass,,60.4,3,0,0,Approved,Approved,0,59
QA50292,CMP10831,2024-12-07,Pass,Pass,Pass,Pass,True,Pass,,80.7,5,0,0,Approved,Approved,3,68
QA50293,CMP11922,2025-07-20,Pass,Pass,Pass,Pass,True,Pass,,49.4,2,0,0,Approved,Conditional,1,47
QA50294,CMP19158,2024-09-20,Pass,Pass,Pass,Pass,True,Pass,,77.3,3,0,0,Approved,Approved,2,51
QA50295,CMP15791,2023-05-01,Warning,Warning,Warning,Fail,True,Fail,Expiry date mismatch,14.9,4,3,0,Minor fixes required,Conditional,3,7
QA50296,CMP19000,2025-03-05,Pass,Pass,Fail,Pass,True,Fail,Terms and conditions unclear,33.9,5,5,2,Needs revision,Rejected,2,69
QA50297,CMP16795,2026-03-07,Pass,Pass,Pass,Pass,True,Pass,,50.7,4,0,0,Approved,Approved,2,59
QA50298,CMP14835,2026-03-27,Pass,Pass,Pass,Pass,True,Pass,,54.6,2,0,0,Approved,Approved,1,40
QA50299,CMP15250,2023-11-23,Pass,Pass,Pass,Pass,True,Pass,,53.1,2,0,0,Approved,Approved,1,64
QA50300,CMP18476,2025-04-28,Pass,Pass,Pass,Pass,True,Pass,,46.2,5,0,0,Approved,Conditional,1,48
QA50301,CMP13643,2024-06-09,Warning,Pass,Warning,Pass,True,Warning,Expiry date mismatch,28.7,4,1,0,Minor fixes required,Conditional,3,28
QA50302,CMP17522,2024-07-13,Warning,Warning,Warning,Pass,True,Fail,CTA differs across channels,24.0,2,2,0,Minor fixes required,Conditional,2,9
QA50303,CMP12961,2026-03-24,Fail,Fail,Warning,Fail,True,Warning,Contact information different,10.0,2,2,0,Minor fixes required,Conditional,0,22
QA50304,CMP17704,2025-11-24,Warning,Warning,Fail,Warning,True,Warning,Font/formatting issues,6.9,5,3,1,Needs revision,Rejected,0,69
QA50305,CMP13581,2023-06-27,Fail,Fail,Fail,Fail,True,Warning,Disclaimer missing,6.1,5,5,1,Needs revision,Rejected,3,46
QA50306,CMP19228,2024-05-09,Pass,Pass,Pass,Pass,True,Pass,,84.5,5,0,0,Approved,Approved,0,5
QA50307,CMP13098,2024-04-18,Warning,Warning,Warning,Warning,False,Warning,Contact information different,9.7,5,5,0,Minor fixes required,Conditional,3,66
QA50308,CMP14250,2024-01-27,Warning,Fail,Warning,Fail,True,Warning,CTA differs across channels,1.6,2,5,0,Minor fixes required,Conditional,3,51
QA50309,CMP12530,2024-02-20,Pass,Pass,Pass,Pass,True,Pass,,48.5,5,0,0,Approved,Conditional,2,63
QA50310,CMP11219,2023-11-18,Pass,Pass,Pass,Pass,True,Pass,,77.9,3,0,0,Approved,Approved,3,47
QA50311,CMP19485,2025-12-27,Pass,Pass,Pass,Pass,True,Pass,,93.8,5,0,0,Approved,Approved,0,7
QA50312,CMP10546,2024-04-13,Warning,Fail,Warning,Warning,False,Fail,Expiry date mismatch,13.3,2,5,0,Minor fixes required,Conditional,3,14
QA50313,CMP14394,2024-07-09,Fail,Warning,Fail,Fail,True,Fail,Terms and conditions unclear,16.4,2,3,0,Needs revision,Rejected,0,16
QA50314,CMP18285,2025-09-28,Pass,Pass,Pass,Pass,True,Pass,,90.5,3,0,0,Approved,Approved,3,36
QA50315,CMP19608,2024-07-19,Pass,Pass,Pass,Pass,True,Fail,,38.7,2,0,0,Approved,Conditional,2,12
QA50316,CMP19636,2023-11-25,Fail,Warning,Warning,Warning,True,Warning,Font/formatting issues,0.8,3,2,0,Minor fixes required,Conditional,2,40
QA50317,CMP11961,2024-05-26,Pass,Pass,Pass,Pass,True,Pass,,48.3,3,0,0,Approved,Conditional,2,47
QA50318,CMP14971,2024-07-10,Pass,Pass,Pass,Pass,True,Pass,,64.1,5,0,0,Approved,Approved,0,32
QA50319,CMP17540,2025-04-03,Pass,Pass,Pass,Pass,True,Pass,,74.8,3,0,0,Approved,Approved,1,67
QA50320,CMP10825,2025-07-11,Pass,Pass,Pass,Pass,True,Pass,,62.8,3,0,0,Approved,Approved,3,57
QA50321,CMP16875,2025-03-16,Pass,Pass,Pass,Pass,True,Pass,,48.6,5,0,0,Approved,Conditional,3,62
QA50322,CMP12579,2023-05-14,Fail,Fail,Fail,Fail,True,Warning,Regulatory language missing,3.8,2,2,2,Needs revision,Rejected,0,26
QA50323,CMP15735,2024-03-28,Pass,Pass,Pass,Pass,False,Pass,,82.2,2,0,0,Approved,Approved,1,16
QA50324,CMP18116,2025-09-12,Pass,Pass,Pass,Pass,True,Warning,,35.4,3,0,0,Approved,Conditional,1,65
QA50325,CMP11080,2023-05-28,Pass,Pass,Pass,Pass,True,Pass,,44.4,2,0,0,Approved,Conditional,0,44
QA50326,CMP15520,2025-07-24,Warning,Warning,Warning,Fail,True,Warning,Interest rate not compliant,16.4,2,4,0,Minor fixes required,Conditional,0,20
QA50327,CMP10923,2024-06-18,Pass,Pass,Pass,Pass,True,Pass,,63.1,3,0,0,Approved,Approved,3,36
QA50328,CMP11296,2023-11-30,Fail,Warning,Warning,Fail,True,Fail,CTA differs across channels,11.0,3,2,0,Minor fixes required,Conditional,2,20
QA50329,CMP10314,2025-08-25,Pass,Pass,Pass,Pass,True,Pass,,61.3,5,0,0,Approved,Approved,0,43
QA50330,CMP12016,2025-10-09,Fail,Fail,Warning,Fail,True,Fail,Interest rate not compliant,0.7,5,1,0,Minor fixes required,Conditional,1,12
QA50331,CMP10724,2026-01-21,Warning,Warning,Warning,Fail,False,Fail,Aggressive wording detected,0.8,5,0,0,Minor fixes required,Conditional,0,68
QA50332,CMP16004,2023-04-07,Pass,Pass,Pass,Pass,False,Pass,,86.7,5,0,0,Approved,Approved,1,21
QA50333,CMP11059,2023-05-12,Warning,Pass,Warning,Pass,True,Fail,Offer amount inconsistent,26.8,3,2,0,Minor fixes required,Conditional,2,31
QA50334,CMP10194,2025-08-12,Warning,Fail,Fail,Warning,True,Fail,Contact information different,8.4,2,3,2,Needs revision,Rejected,0,18
QA50335,CMP14287,2023-10-02,Warning,Fail,Fail,Fail,True,Fail,Font/formatting issues,7.4,4,5,2,Needs revision,Rejected,0,21
QA50336,CMP12833,2024-01-23,Warning,Warning,Fail,Warning,True,Fail,Contact information different,14.3,5,2,1,Needs revision,Rejected,3,29
QA50337,CMP12882,2024-08-29,Pass,Pass,Pass,Pass,True,Pass,,65.8,4,0,0,Approved,Approved,0,43
QA50338,CMP19900,2025-06-20,Warning,Warning,Fail,Fail,True,Warning,Offer amount inconsistent,2.5,2,5,1,Needs revision,Rejected,0,68
QA50339,CMP11138,2024-05-20,Warning,Fail,Fail,Warning,False,Warning,CTA differs across channels,0.1,2,1,1,Needs revision,Rejected,2,39
QA50340,CMP16503,2023-09-12,Pass,Pass,Pass,Pass,True,Pass,,72.7,3,0,0,Approved,Approved,2,70
QA50341,CMP11358,2025-12-07,Fail,Warning,Warning,Warning,True,Warning,Font/formatting issues,5.6,4,4,0,Minor fixes required,Conditional,0,26
QA50342,CMP16956,2024-01-13,Warning,Warning,Fail,Fail,True,Fail,Font/formatting issues,19.6,4,5,1,Needs revision,Rejected,3,41
QA50343,CMP12076,2025-09-08,Fail,Fail,Warning,Warning,True,Warning,Contact information different,0.3,5,1,0,Minor fixes required,Conditional,3,27
QA50344,CMP14344,2025-11-23,Warning,Warning,Warning,Warning,True,Warning,Disclaimer missing,9.8,3,1,0,Minor fixes required,Conditional,0,38
QA50345,CMP10408,2023-10-07,Fail,Pass,Fail,Pass,True,Fail,Aggressive wording detected,25.5,2,1,0,Needs revision,Rejected,0,30
QA50346,CMP15727,2025-03-17,Pass,Pass,Pass,Pass,True,Pass,,52.3,2,0,0,Approved,Approved,1,57
QA50347,CMP18567,2025-02-04,Fail,Warning,Fail,Fail,True,Warning,CTA differs across channels,17.6,3,4,0,Needs revision,Rejected,3,12
QA50348,CMP12253,2023-11-05,Pass,Pass,Pass,Pass,True,Pass,,60.0,5,0,0,Approved,Approved,2,68
QA50349,CMP13829,2025-04-20,Fail,Fail,Fail,Fail,True,Warning,Regulatory language missing,2.0,3,5,1,Needs revision,Rejected,1,41
QA50350,CMP13067,2025-02-11,Fail,Pass,Warning,Pass,True,Fail,Expiry date mismatch,29.6,2,1,0,Minor fixes required,Conditional,0,18
QA50351,CMP15965,2024-03-11,Pass,Pass,Pass,Pass,True,Pass,,69.1,5,0,0,Approved,Approved,3,5
QA50352,CMP13032,2023-11-02,Pass,Pass,Pass,Pass,True,Pass,,72.9,4,0,0,Approved,Approved,3,71
QA50353,CMP19110,2024-11-22,Pass,Pass,Pass,Pass,True,Pass,,70.8,4,0,0,Approved,Approved,2,57
QA50354,CMP12062,2025-10-06,Fail,Pass,Fail,Pass,True,Warning,Offer amount inconsistent,27.9,3,0,0,Needs revision,Rejected,1,16
QA50355,CMP19561,2023-07-31,Fail,Pass,Warning,Pass,True,Warning,Contact information different,28.6,5,1,0,Minor fixes required,Conditional,2,62
QA50356,CMP14341,2023-02-12,Warning,Warning,Fail,Fail,True,Fail,Brand guidelines violation,11.7,4,5,1,Needs revision,Rejected,0,26
QA50357,CMP16276,2023-10-07,Pass,Pass,Pass,Pass,True,Pass,,75.2,4,0,0,Approved,Approved,3,50
QA50358,CMP14940,2023-08-01,Fail,Warning,Fail,Warning,True,Fail,Brand guidelines violation,15.6,4,2,2,Needs revision,Rejected,2,55
QA50359,CMP14788,2025-10-13,Pass,Pass,Pass,Pass,True,Pass,,87.3,2,0,0,Approved,Approved,3,22
QA50360,CMP13829,2025-03-09,Warning,Pass,Fail,Pass,True,Fail,Font/formatting issues,25.5,5,5,2,Needs revision,Rejected,0,20
QA50361,CMP15434,2023-03-10,Pass,Pass,Fail,Pass,True,Fail,Offer amount inconsistent,32.3,2,0,0,Needs revision,Rejected,0,48
QA50362,CMP18683,2025-02-09,Fail,Fail,Warning,Fail,True,Fail,Product name variation,2.9,4,1,0,Minor fixes required,Conditional,2,65
QA50363,CMP15850,2023-06-14,Fail,Fail,Warning,Warning,True,Fail,Aggressive wording detected,10.6,3,5,0,Minor fixes required,Conditional,2,52
QA50364,CMP12974,2024-02-28,Warning,Fail,Fail,Fail,False,Warning,Regulatory language missing,5.0,2,1,1,Needs revision,Rejected,1,45
QA50365,CMP15771,2025-10-18,Pass,Pass,Warning,Pass,True,Warning,Aggressive wording detected,34.9,3,3,0,Minor fixes required,Conditional,0,51
QA50366,CMP16969,2024-10-23,Pass,Pass,Fail,Pass,True,Warning,Aggressive wording detected,34.2,3,4,0,Needs revision,Rejected,3,23
QA50367,CMP13584,2024-04-05,Pass,Pass,Pass,Pass,True,Fail,,37.9,5,0,0,Approved,Conditional,3,48
QA50368,CMP10152,2024-07-27,Pass,Pass,Pass,Pass,True,Pass,,40.6,3,0,0,Approved,Conditional,0,31
QA50369,CMP13626,2023-12-25,Pass,Pass,Pass,Pass,True,Pass,,50.1,5,0,0,Approved,Approved,0,26
QA50370,CMP19076,2025-06-20,Fail,Fail,Fail,Fail,True,Fail,CTA differs across channels,8.6,3,1,0,Needs revision,Rejected,1,45
QA50371,CMP19609,2025-01-19,Pass,Pass,Pass,Pass,False,Pass,,67.7,3,0,0,Approved,Approved,3,28
QA50372,CMP12224,2023-02-27,Fail,Warning,Warning,Fail,True,Fail,Regulatory language missing,9.0,4,2,0,Minor fixes required,Conditional,1,26
QA50373,CMP16551,2025-05-18,Pass,Pass,Pass,Pass,True,Pass,,42.1,4,0,0,Approved,Conditional,3,34
QA50374,CMP11346,2025-11-22,Warning,Fail,Fail,Warning,True,Fail,Expiry date mismatch,4.3,2,3,1,Needs revision,Rejected,3,36
QA50375,CMP15367,2024-03-22,Pass,Pass,Pass,Pass,True,Pass,,50.9,4,0,0,Approved,Approved,2,10
QA50376,CMP13516,2025-12-03,Pass,Pass,Pass,Pass,True,Pass,,47.2,5,0,0,Approved,Conditional,3,11
QA50377,CMP11166,2023-12-11,Warning,Warning,Warning,Fail,False,Warning,Regulatory language missing,19.1,2,2,0,Minor fixes required,Conditional,0,59
QA50378,CMP15866,2023-02-02,Pass,Pass,Pass,Pass,False,Pass,,91.5,5,0,0,Approved,Approved,1,19
QA50379,CMP13518,2024-05-08,Pass,Pass,Pass,Pass,True,Pass,,77.8,3,0,0,Approved,Approved,2,15
QA50380,CMP15545,2023-02-10,Pass,Pass,Pass,Pass,True,Pass,,85.6,5,0,0,Approved,Approved,3,7
QA50381,CMP11282,2025-12-19,Fail,Pass,Fail,Pass,True,Fail,Aggressive wording detected,29.9,3,1,0,Needs revision,Rejected,0,25
QA50382,CMP12075,2024-05-31,Pass,Pass,Pass,Pass,True,Pass,,70.6,3,0,0,Approved,Approved,1,63
QA50383,CMP12830,2023-07-08,Pass,Pass,Pass,Pass,True,Pass,,89.9,3,0,0,Approved,Approved,0,64
QA50384,CMP14412,2024-09-28,Pass,Pass,Pass,Pass,True,Pass,,91.7,4,0,0,Approved,Approved,0,61
QA50385,CMP12106,2025-05-31,Pass,Pass,Pass,Pass,True,Pass,,64.9,3,0,0,Approved,Approved,0,26
QA50386,CMP10628,2023-07-25,Pass,Pass,Pass,Pass,True,Pass,,73.6,3,0,0,Approved,Approved,3,33
QA50387,CMP18827,2025-01-14,Fail,Warning,Fail,Warning,True,Warning,Interest rate not compliant,12.4,5,0,2,Needs revision,Rejected,0,37
QA50388,CMP13074,2023-07-15,Pass,Pass,Pass,Pass,False,Pass,,85.9,4,0,0,Approved,Approved,3,20
QA50389,CMP13649,2025-02-11,Pass,Pass,Warning,Pass,True,Warning,Disclaimer missing,32.4,3,0,0,Minor fixes required,Conditional,0,41
QA50390,CMP11445,2024-09-24,Pass,Pass,Pass,Pass,True,Pass,,66.4,2,0,0,Approved,Approved,0,37
QA50391,CMP19051,2023-12-07,Pass,Pass,Pass,Pass,False,Pass,,96.5,3,0,0,Approved,Approved,1,72
QA50392,CMP18572,2025-12-17,Warning,Fail,Fail,Fail,True,Fail,Regulatory language missing,7.5,4,0,0,Needs revision,Rejected,1,69
QA50393,CMP11313,2024-01-22,Pass,Pass,Warning,Pass,False,Warning,Disclaimer missing,31.4,4,1,0,Minor fixes required,Conditional,2,43
QA50394,CMP12185,2025-02-22,Pass,Pass,Pass,Pass,True,Pass,,95.0,3,0,0,Approved,Approved,1,14
QA50395,CMP16974,2024-04-15,Warning,Warning,Warning,Warning,True,Fail,CTA differs across channels,6.8,5,3,0,Minor fixes required,Conditional,1,44
QA50396,CMP16541,2025-06-26,Pass,Pass,Pass,Pass,True,Pass,,73.3,5,0,0,Approved,Approved,3,8
QA50397,CMP15582,2025-12-16,Pass,Pass,Pass,Pass,True,Pass,,86.3,2,0,0,Approved,Approved,2,64
QA50398,CMP13419,2024-10-13,Pass,Pass,Pass,Pass,True,Pass,,55.1,5,0,0,Approved,Approved,1,37
QA50399,CMP13203,2023-08-05,Pass,Pass,Pass,Pass,True,Pass,,91.5,4,0,0,Approved,Approved,3,41
QA50400,CMP14988,2025-08-19,Pass,Pass,Pass,Pass,False,Pass,,49.6,4,0,0,Approved,Conditional,3,58
QA50401,CMP18013,2023-10-29,Pass,Pass,Pass,Pass,True,Pass,,55.5,3,0,0,Approved,Approved,1,54
QA50402,CMP11601,2025-12-11,Fail,Warning,Fail,Warning,True,Warning,Terms and conditions unclear,5.8,3,1,2,Needs revision,Rejected,0,61
QA50403,CMP13143,2025-04-30,Pass,Pass,Pass,Pass,True,Pass,,75.5,5,0,0,Approved,Approved,0,63
QA50404,CMP10449,2023-10-15,Pass,Pass,Pass,Pass,True,Pass,,50.7,4,0,0,Approved,Approved,1,59
QA50405,CMP12569,2025-05-18,Warning,Warning,Warning,Warning,True,Fail,Regulatory language missing,7.4,2,1,0,Minor fixes required,Conditional,1,42
QA50406,CMP15843,2023-12-16,Warning,Warning,Warning,Warning,True,Warning,Brand guidelines violation,2.1,2,5,0,Minor fixes required,Conditional,3,26
QA50407,CMP11985,2023-05-15,Warning,Warning,Warning,Fail,True,Fail,Brand guidelines violation,14.2,3,3,0,Minor fixes required,Conditional,1,67
QA50408,CMP16560,2023-03-02,Pass,Pass,Pass,Pass,True,Pass,,51.6,4,0,0,Approved,Approved,1,34
